City_Name,State_ID,CrimesOccurred,normalized_crimes
Jackson,NE,None,0
Standard,IL,None,0
Goree,TX,None,0
Hayes Center,NE,None,0
Tuscumbia,MO,None,0
Wellman,TX,None,0
Big Island,VA,None,0
Lunenburg,VA,None,0
Yeehaw Junction,FL,None,0
College Springs,IA,None,0
Brinson,GA,None,0
Falling Spring,WV,None,0
Gary,MN,None,0
Vermilion,IL,None,0
Guide Rock,NE,None,0
Nauvoo,AL,None,0
Braman,OK,None,0
Industry,CA,None,0
Cottonwood,TX,None,0
Fort Yates,ND,None,0
Haywood City,MO,None,0
Bluewater Acres,NM,None,0
Yellow Bluff,AL,None,0
Egg Harbor,WI,None,0
Tappen,ND,None,0
Matoaka,WV,None,0
Koliganek,AK,None,0
Capulin,CO,None,0
Surrency,GA,None,0
Elbert,CO,None,0
Trail Side,CO,None,0
De Smet,ID,None,0
Pine Village,IN,None,0
Seaton,IL,None,0
San Jon,NM,None,0
St. Johns,OH,None,0
Garland,WY,None,0
Highwood,MT,None,0
Bethel,DE,None,0
Monterey,IN,None,0
White Mountain,AK,None,0
Barnett,MO,None,0
Glendo,WY,None,0
Bulpitt,IL,None,0
Oldtown,ID,None,0
Hanston,KS,None,0
Altamont,MO,None,0
Glenfield,PA,None,0
Rollins,MT,None,0
Chugwater,WY,None,0
Haviland,OH,None,0
Hull,GA,None,0
Alvord,IA,None,0
Stoutland,MO,None,0
Grantville,KS,None,0
Samburg,TN,None,0
Keensburg,IL,None,0
Des Lacs,ND,None,0
Baileyville,KS,None,0
Blanchard,ID,None,0
Garfield,GA,None,0
Sobieski,MN,None,0
South Salem,OH,None,0
Nathalie,VA,None,0
Danville,MD,None,0
Gibson Flats,MT,None,0
Koshkonong,MO,None,0
Macedonia,AL,None,0
Tenstrike,MN,None,0
Tokeland,WA,None,0
Sellers,SC,None,0
Mosby,MO,None,0
Oakdale,IL,None,0
Torreon,NM,None,0
La Paloma Ranchettes,TX,None,0
Blairsburg,IA,None,0
Belvue,KS,None,0
Barkeyville,PA,None,0
Parkersburg,IL,None,0
Hallwood,VA,None,0
Westcreek,CO,None,0
Taylor,NE,None,0
La Fayette,IL,None,0
Norris,IL,None,0
Amasa,MI,None,0
Moore,TX,None,0
Jacksonport,AR,None,0
Lyden,NM,None,0
Phillipsburg,MO,None,0
Wakulla,NC,None,0
Macy,IN,None,0
Lewellen,NE,None,0
Elkton,OR,None,0
Autryville,NC,None,0
Belspring,VA,None,0
Butters,NC,None,0
Blodgett Mills,NY,None,0
Edenborn,PA,None,0
Hancocks Bridge,NJ,None,0
Mount Sterling,WI,None,0
Melvin,IA,None,0
Grayling,AK,None,0
Kellyton,AL,None,0
Barnard,MO,None,0
Independence,UT,None,0
Peterson,MN,None,0
Thompsonville,TX,None,0
Caney,OK,None,0
Big Creek,CA,None,0
Oakwood,MO,None,0
Fordville,ND,None,0
Goodlow,TX,None,0
Silver Creek,MS,None,0
Jeff,KY,None,0
Westgate,IA,None,0
Aucilla,FL,None,0
Batchtown,IL,None,0
Burbank,OH,None,0
Canon,NM,None,0
Lebanon,KS,None,0
Ellsworth,IL,None,0
Loachapoka,AL,None,0
Bienville,LA,None,0
North Robinson,OH,None,0
Ewing,VA,None,0
Taylorsville,CA,None,0
Bay Center,WA,None,0
Petrolia,PA,None,0
Fountain,MI,None,0
Trenton,SC,None,0
New Edinburg,AR,None,0
Paint Rock,AL,None,0
Pittsburg,OK,None,0
Mill Shoals,IL,None,0
Broaddus,TX,None,0
Oakwood Park,MO,None,0
Fishing Creek,MD,None,0
Vaughnsville,OH,None,0
Eland,WI,None,0
Coffee Creek,CA,None,0
Waterloo,AL,None,0
O'Kean,AR,None,0
Marquand,MO,None,0
Altona,IN,None,0
Harrells,NC,None,0
Garden Grove,IA,None,0
Lilly,GA,None,0
Scotia,SC,None,0
Blencoe,IA,None,0
Providence,AL,None,0
Holland,MO,None,0
Glen Jean,WV,None,0
Bradley,SC,None,0
Bear Valley,CA,None,0
Meire Grove,MN,None,0
Sugar Mountain,NC,None,0
Tyro,KS,None,0
Iola,PA,None,0
Pecan Gap,TX,None,0
Pine Glen,PA,None,0
Raemon,NC,None,0
Summit Station,PA,None,0
Newton Hamilton,PA,None,0
Mount Cory,OH,None,0
Spillertown,IL,None,0
Frederick,SD,None,0
Dalton,WI,None,0
Mitchellville,TN,None,0
Eureka,NC,None,0
Trumbull,NE,None,0
Radar Base,TX,None,0
Volga,IA,None,0
Zanesfield,OH,None,0
Plessis,NY,None,0
Sugartown,LA,None,0
Edwardsville,AL,None,0
Baylis,IL,None,0
Glenview Manor,KY,None,0
Hancock,IA,None,0
Peck,ID,None,0
Marklesburg,PA,None,0
Ramos,TX,None,0
Fulton,AR,None,0
Russellville,SC,None,0
Donnellson,IL,None,0
Burket,IN,None,0
Shumway,IL,None,0
Okabena,MN,None,0
Edgar Springs,MO,None,0
Neck City,MO,None,0
Hendersonville,PA,None,0
Cerro Gordo,NC,None,0
Cokesbury,SC,None,0
Norwood,MI,None,0
Scraper,OK,None,0
Winifred,MT,None,0
Munich,ND,None,0
Newtonia,MO,None,0
Epworth,GA,None,0
Montrose,IL,None,0
Eden,WY,None,0
Lincolnville,PA,None,0
Nash,OK,None,0
Jonesville,IN,None,0
Woodburn,IA,None,0
Wentworth,SD,None,0
Rembrandt,IA,None,0
Opdyke West,TX,None,0
Baileys Harbor,WI,None,0
Millersburg,MI,None,0
Ruthville,ND,None,0
Arthur,IA,None,0
Nelson,MN,None,0
Rosewood,OH,None,0
Holbrook,NE,None,0
Port Wing,WI,None,0
Woodside,DE,None,0
Caledonia,IL,None,0
Poneto,IN,None,0
Munjor,KS,None,0
Mission Woods,KS,None,0
Hortonville,NY,None,0
Hollis,AK,None,0
Lincolnville,KS,None,0
South Haven,MN,None,0
Tipton,KS,None,0
Homer,MN,None,0
Lowrys,SC,None,0
Yolo,CA,None,0
Inger,MN,None,0
Tonto Village,AZ,None,0
Mellott,IN,None,0
Okahumpka,FL,None,0
Onslow,IA,None,0
Gilbertown,AL,None,0
Beecher Falls,VT,None,0
Kahlotus,WA,None,0
Atwood,CO,None,0
Dunbar,NE,None,0
Copemish,MI,None,0
Union,NH,None,0
Scotland,IN,None,0
Union Center,WI,None,0
Patch Grove,WI,None,0
Edgefield,LA,None,0
Enville,TN,None,0
Haralson,GA,None,0
Pittsboro,MS,None,0
Leota,MN,None,0
Fort Bidwell,CA,None,0
Harpster,OH,None,0
Callensburg,PA,None,0
Beason,IL,None,0
Bloomington,MD,None,0
Queets,WA,None,0
Winterhaven,CA,None,0
Reader,AR,None,0
Woody Creek,CO,None,0
Hooppole,IL,None,0
Stockton,IA,None,0
Newry,SC,None,0
Pickrell,NE,None,0
Farrell,MS,None,0
Tomales,CA,None,0
Franklin,AR,None,0
Moscow,OH,None,0
Sheyenne,ND,None,0
Dunn Center,ND,None,0
Garey,CA,None,0
Breedsville,MI,None,0
Iron Horse,CA,None,0
Iron Post,OK,None,0
Rail Road Flat,CA,None,0
Wimbledon,ND,None,0
Dwight,NE,None,0
Forada,MN,None,0
Friendship,AR,None,0
Kamrar,IA,None,0
Allen,MI,None,0
Laredo,MO,None,0
Eunola,AL,None,0
Sunset,AR,None,0
Drakesville,IA,None,0
Exeland,WI,None,0
Little York,IN,None,0
Steptoe,WA,None,0
Gilliam,MO,None,0
Long Creek,OR,None,0
Starr,SC,None,0
Amador City,CA,None,0
Bremen,KY,None,0
West Leipsic,OH,None,0
Morganville,KS,None,0
Dixie,WA,None,0
Buford,OH,None,0
Radnor,OH,None,0
Fort Apache,AZ,None,0
Diamond Beach,NJ,None,0
Big Bay,MI,None,0
Wawona,CA,None,0
Hughesville,MO,None,0
Bolckow,MO,None,0
Beattie,KS,None,0
Atmautluak,AK,None,0
Mooreton,ND,None,0
Greenway,AR,None,0
Shippingport,PA,None,0
Herron,MT,None,0
Register,GA,None,0
Du Bois,IL,None,0
Brave,PA,None,0
Sidney,AR,None,0
Tiawah,OK,None,0
Kalihiwai,HI,None,0
Watson,MN,None,0
East Waterford,PA,None,0
Mitchell,GA,None,0
Tedrow,OH,None,0
Study Butte,TX,None,0
Verdi,CA,None,0
Bloomingdale,OH,None,0
Prairieburg,IA,None,0
Grenola,KS,None,0
Negley,OH,None,0
Elberon,IA,None,0
Hustler,WI,None,0
Megargel,TX,None,0
Fillmore,MO,None,0
Onaway,ID,None,0
Olmito and Olmito,TX,None,0
Golden,MS,None,0
Camden,MO,None,0
Lake Tomahawk,WI,None,0
Northome,MN,None,0
Heckscherville,PA,None,0
West Elkton,OH,None,0
Lopeno,TX,None,0
Dell,AR,None,0
Lequire,OK,None,0
Gurley,NE,None,0
Water Valley,KY,None,0
Saco,MT,None,0
Coral,PA,None,0
Nashville,OH,None,0
Newhalen,AK,None,0
Beaverton,AL,None,0
Craig,NE,None,0
Spring Garden,AL,None,0
Stronach,MI,None,0
Cool,TX,None,0
Locustdale,PA,None,0
Minnesota City,MN,None,0
Thornhill,KY,None,0
Latah,WA,None,0
Wren,OH,None,0
Howard City,NE,None,0
New Cambria,MO,None,0
Alligator,MS,None,0
Benson,PA,None,0
Boxholm,IA,None,0
Dent,MN,None,0
Broughton,IL,None,0
Millerville,AL,None,0
Culloden,GA,None,0
Clawson,UT,None,0
Onycha,AL,None,0
Emmett,KS,None,0
Hosmer,SD,None,0
Crane,MT,None,0
Eldred,IL,None,0
Tse Bonito,NM,None,0
Rantoul,KS,None,0
Broadway,NJ,None,0
Worthville,KY,None,0
Deep River,WA,None,0
Oljato-Monument Valley,AZ,None,0
Wing,ND,None,0
Franklin,MD,None,0
Franktown,CO,None,0
Homestead,MO,None,0
Henderson,IA,None,0
Elk Mountain,WY,None,0
Ashton,NE,None,0
Maysville,IA,None,0
Ogema,MN,None,0
Rayle,GA,None,0
Rossburg,OH,None,0
St. Lawrence,SD,None,0
Royal Lakes,IL,None,0
Raymond,NE,None,0
Wilson,WI,None,0
Arctic Village,AK,None,0
Blockton,IA,None,0
Valley Home,CA,None,0
Newberry,IN,None,0
Blythedale,MO,None,0
Twin Forks,NM,None,0
Winnett,MT,None,0
Mount Croghan,SC,None,0
Boykin,SC,None,0
Dewy Rose,GA,None,0
Raymond,OH,None,0
Palestine,OH,None,0
Port Lions,AK,None,0
Bee,NE,None,0
Milton,KS,None,0
Ophir,CO,None,0
Decatur City,IA,None,0
Luray,KS,None,0
Helix,OR,None,0
Minden City,MI,None,0
Roseville,PA,None,0
Crystal Bay,NV,None,0
Buffalo,ND,None,0
San Cristobal,NM,None,0
Davis City,IA,None,0
Custar,OH,None,0
Fort Seneca,OH,None,0
Hyannis,NE,None,0
Fairview,PA,None,0
Easton,MN,None,0
Alger,WA,None,0
Maryhill Estates,KY,None,0
Trinway,OH,None,0
Johnstown,WY,None,0
Garden City,IA,None,0
Broadview,MT,None,0
Crouch,ID,None,0
Rudyard,MT,None,0
Funk,NE,None,0
Hardwick,MN,None,0
Gainesville,AL,None,0
Danbury,NC,None,0
Ratcliff,AR,None,0
San Simon,AZ,None,0
Offerle,KS,None,0
Amberg,WI,None,0
Howard,OH,None,0
Latty,OH,None,0
Elk Creek,CA,None,0
Nelson,MO,None,0
Ensign,KS,None,0
Wynot,NE,None,0
Grayridge,MO,None,0
Sugar Bush Knolls,OH,None,0
Medon,TN,None,0
Nageezi,NM,None,0
Buckhead,GA,None,0
Glenwood,AL,None,0
Alpine,OR,None,0
Metaline,WA,None,0
Middle Village,WI,None,0
Beaman,IA,None,0
Choptank,MD,None,0
Whiting,KS,None,0
Carney,MI,None,0
Calpine,CA,None,0
Dune Acres,IN,None,0
Slick,OK,None,0
Cowgill,MO,None,0
Hebron,WI,None,0
Woodland,AL,None,0
Banner,IL,None,0
Mina,NV,None,0
Macksburg,OH,None,0
Hebo,OR,None,0
Frost,MN,None,0
Layton,FL,None,0
Deer Creek,AZ,None,0
Proberta,CA,None,0
Fountain N' Lakes,MO,None,0
Cleveland,IL,None,0
Weldona,CO,None,0
Green Bank,WV,None,0
Conception Junction,MO,None,0
Columbia,NJ,None,0
New Grand Chain,IL,None,0
Warba,MN,None,0
Copper City,MI,None,0
Greenbush,VA,None,0
Bald Head Island,NC,None,0
Los Cerrillos,NM,None,0
Comanche Creek,CO,None,0
Modoc,IN,None,0
West Sunbury,PA,None,0
Barnum,IA,None,0
Bellerive Acres,MO,None,0
Centerville,MO,None,0
Mokane,MO,None,0
Butlerville,IN,None,0
Valley Head,WV,None,0
Camargo,OK,None,0
Michiana,MI,None,0
Deaver,WY,None,0
Edinburg,ND,None,0
Doland,SD,None,0
Kline,SC,None,0
Fort Bridger,WY,None,0
Atlanta,KS,None,0
Arlington,IL,None,0
Thor,IA,None,0
Bendon,MI,None,0
Sayner,WI,None,0
Riverview,AL,None,0
Gravity,IA,None,0
Mulkeytown,IL,None,0
Gilboa,OH,None,0
Leona,TX,None,0
Blacksville,WV,None,0
Watson,AR,None,0
Kennedy,MN,None,0
Loch Arbour,NJ,None,0
Brookhurst,WY,None,0
Port Costa,CA,None,0
Iron Belt,WI,None,0
Amoret,MO,None,0
Nespelem Community,WA,None,0
Maple Grove,MI,None,0
El Combate,PR,None,0
Winthrop,AR,None,0
Dudley,PA,None,0
South Carrollton,KY,None,0
Tygh Valley,OR,None,0
Dale,OK,None,0
Gerrard,CO,None,0
Stockett,MT,None,0
Kokhanok,AK,None,0
Cambridge,KY,None,0
Barnesville,MD,None,0
The Rock,GA,None,0
Point Isabel,IN,None,0
Crane,IN,None,0
Elko,SC,None,0
Walton,NE,None,0
Brant Lake South,SD,None,0
Dorrance,KS,None,0
Braxton,MS,None,0
Anawalt,WV,None,0
Van Voorhis,PA,None,0
Shambaugh,IA,None,0
Shelly,MN,None,0
Sheridan,MO,None,0
Courtland,CA,None,0
Riverdale,NE,None,0
Cooksville,IL,None,0
Lake Cavanaugh,WA,None,0
Bennett Springs,MO,None,0
Paxville,SC,None,0
Douglas,NE,None,0
Gotham,WI,None,0
Finland,MN,None,0
Yoder,KS,None,0
Chewey,OK,None,0
Wilburton Number One,PA,None,0
Moro,AR,None,0
Cantwell,AK,None,0
Ali Chuk,AZ,None,0
Bishop Hills,TX,None,0
Lasana,TX,None,0
Modesto,IL,None,0
Van,WV,None,0
Millville,MN,None,0
Cecil,OH,None,0
Dutch Flat,CA,None,0
Sherrill,IA,None,0
Portsmouth,IA,None,0
Trout Creek,MT,None,0
Stony Creek,VA,None,0
Detroit,KS,None,0
Otoe,NE,None,0
Zoar,OH,None,0
Chatfield,OH,None,0
Spruce Pine,AL,None,0
West Point,AR,None,0
North San Juan,CA,None,0
Palominas,AZ,None,0
Amherst,CO,None,0
La Rosita,TX,None,0
Colerain,NC,None,0
Ramona,KS,None,0
Halfway,MO,None,0
Power,MT,None,0
Silver Plume,CO,None,0
Denison,KS,None,0
Jordan Valley,OR,None,0
Richland,OR,None,0
Port Graham,AK,None,0
Flat Rock,OH,None,0
Hillview,IL,None,0
Pomaria,SC,None,0
Purdin,MO,None,0
Lozano,TX,None,0
Chesterfield,IL,None,0
Fairhaven,CA,None,0
High Hill,MO,None,0
Lowell Point,AK,None,0
Wasola,MO,None,0
Hurley,MO,None,0
Moore,MT,None,0
Quemado,NM,None,0
Kennerdell,PA,None,0
Congress,OH,None,0
Cloverdale,OR,None,0
Wessington,SD,None,0
Minto,AK,None,0
Hillsboro,IA,None,0
Alfarata,PA,None,0
Stevinson,CA,None,0
Arroyo Hondo,NM,None,0
Gregory,OK,None,0
Mill Spring,MO,None,0
Coffman Cove,AK,None,0
Trego,WI,None,0
Pantego,NC,None,0
Rickardsville,IA,None,0
Mullin,TX,None,0
West Millgrove,OH,None,0
Magnolia,IA,None,0
Geuda Springs,KS,None,0
McCracken,KS,None,0
Elida,NM,None,0
Abanda,AL,None,0
Los Barreras,TX,None,0
De Witt,IL,None,0
Wardner,ID,None,0
Edmore,ND,None,0
Carrollton,MS,None,0
Alcan Border,AK,None,0
Letcher,SD,None,0
Ferryville,WI,None,0
Broomtown,AL,None,0
Delia,KS,None,0
Government Camp,OR,None,0
Jakes Corner,AZ,None,0
Truchas,NM,None,0
Campo Verde,TX,None,0
Rosine,KY,None,0
Driftwood,TX,None,0
Shevlin,MN,None,0
Westboro,WI,None,0
Lucan,MN,None,0
Mapleview,MN,None,0
Lamar Heights,MO,None,0
Economy,IN,None,0
Captiva,FL,None,0
Le Flore,OK,None,0
Cimarron City,OK,None,0
Cleaton,KY,None,0
Pierson,MI,None,0
Arnegard,ND,None,0
Kirkville,IA,None,0
Rochester,OH,None,0
Philo,CA,None,0
Pena,TX,None,0
Plainville,OH,None,0
Crowley,CO,None,0
Cleveland,VA,None,0
Houston,AR,None,0
Pulaski,IL,None,0
Stamford,NE,None,0
Sacate Village,AZ,None,0
North Henderson,IL,None,0
Bessie,OK,None,0
Williams,MN,None,0
Coin,IA,None,0
Kranzburg,SD,None,0
Chinese Camp,CA,None,0
Orangeville,OH,None,0
Salineno,TX,None,0
Fifty-Six,AR,None,0
Berlin,IL,None,0
Bellechester,MN,None,0
Gu-Win,AL,None,0
Quitman,LA,None,0
Carrsville,VA,None,0
Foxburg,PA,None,0
Jackson Lake,CO,None,0
Churchville,VA,None,0
Wallingford,IA,None,0
White Mesa,UT,None,0
Newbern,AL,None,0
Kaltag,AK,None,0
Spaulding,OK,None,0
Holland,MN,None,0
Amsterdam,MT,None,0
Tingley,IA,None,0
Cannonville,UT,None,0
Good Hope,OH,None,0
Omaha,AR,None,0
Foley,MO,None,0
Adrian,OR,None,0
Ogdensburg,WI,None,0
Hunnewell,MO,None,0
Petersburg,ND,None,0
Snowville,UT,None,0
De Soto,GA,None,0
Beards Fork,WV,None,0
New Paris,PA,None,0
Alpine Northwest,WY,None,0
Dry Creek,OK,None,0
Cataract,WI,None,0
Oconee,IL,None,0
Felton,MN,None,0
Millstone,KY,None,0
Kettle River,MN,None,0
Allen,KS,None,0
Whitesville,VA,None,0
Boulder Junction,WI,None,0
Manley,NE,None,0
Murtaugh,ID,None,0
Edna,CA,None,0
Junction,UT,None,0
Teresita,OK,None,0
Loma Mar,CA,None,0
Marcus,WA,None,0
El Quiote,TX,None,0
Allen,KY,None,0
Farmington,CA,None,0
Lidderdale,IA,None,0
Packwaukee,WI,None,0
Elizabeth,MN,None,0
Star City,IN,None,0
Adin,CA,None,0
Halltown,MO,None,0
Syracuse,MO,None,0
Dickens,IA,None,0
Mount Briar,MD,None,0
Tallulah Falls,GA,None,0
Sparks,OK,None,0
Stone Creek,OH,None,0
Woodford,SC,None,0
Lenhartsville,PA,None,0
Wellersburg,PA,None,0
St. James,MI,None,0
Beaver Bay,MN,None,0
Parnell,MO,None,0
Porter,MN,None,0
East Globe,AZ,None,0
Fernan Lake Village,ID,None,0
Richey,MT,None,0
Hettick,IL,None,0
Gargatha,VA,None,0
Strathmere,NJ,None,0
New Lebanon,PA,None,0
Alexandria,NE,None,0
Metcalf,IL,None,0
Glen Acres,NM,None,0
Gildford,MT,None,0
West Mineral,KS,None,0
Christine,ND,None,0
Claremont,IL,None,0
Adrian,TX,None,0
Conway,MI,None,0
Glen Echo Park,MO,None,0
Leslie,MO,None,0
Diamond Bluff,WI,None,0
Sanborn,ND,None,0
College City,CA,None,0
Taylor,ND,None,0
Ruth,CA,None,0
Eagle Rock,MO,None,0
Kettlersville,OH,None,0
Moore,ID,None,0
Notchietown,OK,None,0
Neahkahnie,OR,None,0
Garfield,KS,None,0
Miami,MO,None,0
Louise,MS,None,0
Lambs Grove,IA,None,0
Barnes City,IA,None,0
Griffin,IN,None,0
Seboyeta,NM,None,0
Glenford,OH,None,0
Valley Springs,AR,None,0
Utica,PA,None,0
Renick,MO,None,0
Dunreith,IN,None,0
Tupelo,AR,None,0
Grandin,ND,None,0
Round Mountain,TX,None,0
Morgan Heights,CO,None,0
Sierra Village,CA,None,0
Sisquoc,CA,None,0
Big Arm,MT,None,0
Mason City,NE,None,0
Hillsboro,VA,None,0
Norris,SD,None,0
Sarahsville,OH,None,0
Linndale,OH,None,0
Albrightsville,PA,None,0
Lehigh,KS,None,0
Binford,ND,None,0
Palisade,MN,None,0
Brenton,WV,None,0
Oakville,IA,None,0
Keller,VA,None,0
Eldon,OK,None,0
Lodoga,CA,None,0
White Cloud,KS,None,0
Tecopa,CA,None,0
Pine Valley,UT,None,0
Twining,MI,None,0
Roslyn,SD,None,0
Pleasant Plain,OH,None,0
Standing Rock,AL,None,0
Orrville,AL,None,0
Marietta,NC,None,0
Melvin,MI,None,0
El Camino Angosto,TX,None,0
Fredericksburg,IN,None,0
Washington,AR,None,0
New Baltimore,PA,None,0
Pilot Mound,IA,None,0
Shongaloo,LA,None,0
Newtown,MO,None,0
Melvin,TX,None,0
Horseshoe Beach,FL,None,0
Sunshine,CO,None,0
Idledale,CO,None,0
Fort Dodge,KS,None,0
Sauget,IL,None,0
Swan Lake,MT,None,0
Old Mill Creek,IL,None,0
Casa,AR,None,0
Silverstreet,SC,None,0
Soham,NM,None,0
Sedgewickville,MO,None,0
Orlando,OK,None,0
McDougal,AR,None,0
Haverhill,IA,None,0
Hunter,OK,None,0
Tooleville,CA,None,0
Lavina,MT,None,0
McIntosh,SD,None,0
Meadowview Estates,KY,None,0
Winton,MN,None,0
Utopia,TX,None,0
Winstonville,MS,None,0
Muscotah,KS,None,0
Burdette,AR,None,0
La Tour,MO,None,0
Iron City,TN,None,0
Woolsey,GA,None,0
Sedgwick,AR,None,0
Lisbon,LA,None,0
Bromide,OK,None,0
San Lorenzo,NM,None,0
Delavan,MN,None,0
Rondo,AR,None,0
Antares,AZ,None,0
Monument,PA,None,0
Selfridge,ND,None,0
Calhoun,IL,None,0
Lohman,MO,None,0
Wainiha,HI,None,0
Force,PA,None,0
Robeline,LA,None,0
St. Libory,NE,None,0
Stuart,OK,None,0
Falcon Mesa,TX,None,0
West Glacier,MT,None,0
Salt Rock,WV,None,0
Troutdale,VA,None,0
Hessville,OH,None,0
Florissant,CO,None,0
Parkdale,MO,None,0
Pump Back,OK,None,0
Dargan,MD,None,0
Gene Autry,OK,None,0
Rebecca,GA,None,0
Grass Valley,OR,None,0
Butler,IL,None,0
Danbury,WI,None,0
Rye,CO,None,0
Coxton,KY,None,0
Riverside,OR,None,0
Woodbine,KS,None,0
Barclay,MD,None,0
Steen,MN,None,0
Sycamore,KY,None,0
Smithboro,IL,None,0
Starrucca,PA,None,0
Ball Club,MN,None,0
Mansfield,SD,None,0
French Camp,MS,None,0
Elmo,MT,None,0
Farnam,NE,None,0
Burkittsville,MD,None,0
Viola,DE,None,0
Rhame,ND,None,0
Old Shawneetown,IL,None,0
Albert,KS,None,0
North Lawrence,OH,None,0
Lewisville,OH,None,0
Mockingbird Valley,KY,None,0
Bern,KS,None,0
Soldier,IA,None,0
Combs,KY,None,0
Holy Cross,AK,None,0
Burgoon,OH,None,0
Neskowin,OR,None,0
Richland,SD,None,0
Alvordton,OH,None,0
Coburn,PA,None,0
Banks,AL,None,0
Corning,KS,None,0
Cannelburg,IN,None,0
Peever,SD,None,0
Mission Hill,SD,None,0
Coffey,MO,None,0
Manitou,OK,None,0
Evergreen,NC,None,0
Deming,WA,None,0
Randall,IA,None,0
Golden Valley,ND,None,0
Dundee,IA,None,0
West Point,IL,None,0
Vernon,AZ,None,0
Rose Hill,IA,None,0
Huey,IL,None,0
Loomis,MI,None,0
Jolly,TX,None,0
Corona,NM,None,0
Wendell,MN,None,0
Bluewater,CA,None,0
Volin,SD,None,0
Lime Ridge,WI,None,0
Rehrersburg,PA,None,0
Scotland,VA,None,0
McKnightstown,PA,None,0
Istachatta,FL,None,0
Georgetown,PA,None,0
Westphalia,KS,None,0
Adamsburg,PA,None,0
Des Arc,MO,None,0
Weinert,TX,None,0
Baring,WA,None,0
Buck Creek,IN,None,0
Catlett,VA,None,0
Lookeba,OK,None,0
Barronett,WI,None,0
Longstreet,LA,None,0
Pinion Pines,AZ,None,0
Rosalie,NE,None,0
Maeystown,IL,None,0
Streeter,ND,None,0
Kingston,MN,None,0
Fidelis,FL,None,0
Kittrell,NC,None,0
Ogema,WI,None,0
Butlerville,OH,None,0
Ferdinand,ID,None,0
Whitehorse,SD,None,0
Alexander,IA,None,0
Little Sioux,IA,None,0
Mendon,MO,None,0
Burr Oak,KS,None,0
Junction City,GA,None,0
Ward,CO,None,0
Aurora,IA,None,0
Blue Eye,MO,None,0
Mount Carmel,FL,None,0
Woolstock,IA,None,0
Foster,OK,None,0
Golovin,AK,None,0
St. George,WV,None,0
Hannasville,PA,None,0
Circleville,KS,None,0
Freistatt,MO,None,0
Allakaket,AK,None,0
St. Louis,OK,None,0
Reedy,WV,None,0
Fultonham,OH,None,0
Idanha,OR,None,0
Patterson,IA,None,0
Alder,WA,None,0
Vincent,IA,None,0
Venango,NE,None,0
Salamonia,IN,None,0
Ada,KS,None,0
Rulo,NE,None,0
Palmetto,LA,None,0
Green Spring,WV,None,0
Littleton,IL,None,0
Sparta,OH,None,0
Lonepine,MT,None,0
Rhodell,WV,None,0
Cloverdale,OH,None,0
Seldovia Village,AK,None,0
Lake Leelanau,MI,None,0
Wainwright,OK,None,0
Cordova,SC,None,0
Argyle,MO,None,0
Miller's Cove,TX,None,0
Arlington,AZ,None,0
Moonshine,LA,None,0
Longfellow,PA,None,0
LaFayette,KY,None,0
Willapa,WA,None,0
Lamy,NM,None,0
Blanco,NM,None,0
Alcalde,NM,None,0
Burlington,OK,None,0
Tabiona,UT,None,0
Winchester,AR,None,0
Oakland Acres,IA,None,0
Santa Claus,GA,None,0
Talladega Springs,AL,None,0
Bassett,AR,None,0
Prestonville,KY,None,0
Nelson,IL,None,0
Frannie,WY,None,0
Daykin,NE,None,0
Fort Green Springs,FL,None,0
Midvale,ID,None,0
Hickory Corners,MI,None,0
Winona,KS,None,0
Ulysses,NE,None,0
Alston,GA,None,0
McNeal,AZ,None,0
Pike,CA,None,0
Ellison Bay,WI,None,0
Rew,PA,None,0
Fountain Hill,AR,None,0
Redmon,IL,None,0
Humboldt River Ranch,NV,None,0
Goehner,NE,None,0
Bloomville,NY,None,0
Page,NE,None,0
Booneville,KY,None,0
Fenwick,WV,None,0
Rexford,MT,None,0
Plainfield,OH,None,0
Hardtner,KS,None,0
Verdon,NE,None,0
Leighton,IA,None,0
Garrett,IL,None,0
Pine Grove,WA,None,0
Templeton,VA,None,0
Paradise,MT,None,0
Scipio,IN,None,0
Chili,WI,None,0
Blomkest,MN,None,0
Northwood,PA,None,0
Castalia,IA,None,0
Lutak,AK,None,0
Swaledale,IA,None,0
Silver City,NV,None,0
Downieville,CA,None,0
Summertown,GA,None,0
Kohls Ranch,AZ,None,0
Greenbush,WI,None,0
La Platte,NE,None,0
Kickapoo Tribal Center,KS,None,0
Chester,AR,None,0
Boyd,MN,None,0
McDonald,KS,None,0
Rockville,MO,None,0
Campus,IL,None,0
Regent,ND,None,0
Reddick,IL,None,0
Rockbridge,IL,None,0
Montezuma,OH,None,0
Calumet,IA,None,0
Cedar Crest,OK,None,0
Harris,IA,None,0
Mettler,CA,None,0
Clontarf,MN,None,0
Hurdland,MO,None,0
Page,WV,None,0
Washington,NE,None,0
Clearmont,WY,None,0
Villarreal,TX,None,0
Twin Oaks,OK,None,0
Rush Center,KS,None,0
Gillham,AR,None,0
Maxville,MT,None,0
Gulf,NC,None,0
Randolph,KS,None,0
Bowman,TN,None,0
Bieber,CA,None,0
Coldfoot,AK,None,0
Grayson,OK,None,0
Iuka,KS,None,0
Rutland,ND,None,0
Alderpoint,CA,None,0
Sanford,TX,None,0
Arkdale,WI,None,0
Kirwin,KS,None,0
Elba,MN,None,0
Hillsboro,MD,None,0
Coates,MN,None,0
Hobson,AL,None,0
Pentress,WV,None,0
Moorland,IA,None,0
Brooktree Park,ND,None,0
